8,3,1706869300,真的太牛逼了啊Ever17,11,0,0,0
11,2,1716816552,无敌的作品，吃了十几年老本,11,0,0,0
12,7,1716861936,第10,11,0,0,0
14,10,1717338713,好玩，温馨,12,3,0,0
15,14,1717339124,KID的优秀作品，青涩的校园,13,0,0,0
16,15,1717339140,有牛不玩,13,0,0,0
17,21,1717339158,潸然泪下的神作，半个悲剧,13,0,0,0
18,19,1717339182,苦涩的爱情旁观者，这是一首苦涩的歌,13,0,0,0
19,27,1717339201,细腻的感情，殿堂级的音乐，神中神,13,0,0,0
20,8,1717339247,情节及其完整紧凑，无出其右，就是善恶相抵太过经不起推敲，一定要杀人才算恶吗？,13,0,0,0
21,5,1717339459,毋庸置疑，天下第一,11,0,0,0
24,3,1717373350,神中神,11,0,0,0
